image_id,event_name,image_path,damage_severity,informative,humanitarian,disaster_types,model_name,prompt,LLM_analysis,refusal_detected,fallback_attempts,damage_severity_prediction,informative_prediction,humanitarian_prediction,disaster_types_prediction
AIDR,905164926108520449_0,data/aidr_disaster_types/harvey/5_9_2017/905164926108520449_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a sports scene, specifically a football game. A player in a white uniform is holding a football and appears to be in the process of being tackled by another player. The setting is a sports field, and there are no signs of disaster, damage, or humanitarian concerns present.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,593735285307011073_3,data/aidr_disaster_types/nepal_earthquake/30_4_2015/593735285307011073_3.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a damaged brick building with significant cracks and structural damage. Debris and rubble are scattered in front of the building. Two people are sitting amidst the rubble, indicating they may be affected by the disaster. The scene suggests a recent event that has caused substantial damage to the infrastructure.
</analysis>

<labels>
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""affected_injured_or_dead_people""
}
</labels>",No,0,severe,informative,affected_injured_or_dead_people,earthquake
ASONAM2017,bridge_damage_2704.jpg,data/ASONAM17_Damage_Image_Dataset/ggImage/bridge_damage/bridge_damage_2704.jpg,severe,informative,infrastructure_and_utility_damage,landslide,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a stone wall with a section that appears to have collapsed, allowing water to flow through. Sandbags are lined up along the top of the wall, suggesting efforts to control or prevent flooding. A stop sign and a temporary fence are visible, indicating restricted access or caution in the area. The scene suggests potential flood-related concerns, but no visible damage to buildings or infrastructure beyond the wall is apparent.
</analysis>

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,flood
ASONAM2017,building_damage_137.jpg,data/ASONAM17_Damage_Image_Dataset/ggImage/building_damage/building_damage_137.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a building with a snow-covered roof and icicles hanging from the eaves. There is no visible damage to the structure, and the scene appears to be a typical winter setting. There are no signs of disaster, damage, or humanitarian concerns present in the image.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
ASONAM2017,bridge_damage_2127.jpg,data/ASONAM17_Damage_Image_Dataset/ggImage/bridge_damage/bridge_damage_2127.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a partially collapsed bridge over a body of water. Debris, including tree branches, is caught on the bridge, indicating possible flood damage. A person is seen standing on the damaged section of the bridge, suggesting human presence in the affected area. The surrounding environment appears to be rural, with greenery visible in the background. The scene suggests recent damage, likely due to a natural event affecting infrastructure.
</analysis>

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,flood
ASONAM2017,nepal_eq_severe_im_8340.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_severe_im_8340.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a densely populated urban area with significant structural damage. Buildings are partially collapsed, and there is a large crowd of people gathered around the debris. The scene suggests a chaotic environment, likely due to a recent disaster. The presence of rubble and the condition of the buildings indicate substantial destruction. People appear to be involved in rescue or recovery efforts.
</analysis>

<labels>
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
AIDR,922656299455676416_0,data/aidr_disaster_types/natural_disaster/24_10_2017/922656299455676416_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a road that is partially submerged in water, with surrounding trees and vegetation. The water appears to be covering a significant portion of the road, indicating a potential flooding situation. There are no visible signs of damage to infrastructure or people present in the image.
</analysis>

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,little_or_none,informative,infrastructure_and_utility_damage,flood
AIDR,951664611966808065_2,data/aidr_disaster_types/natural_disaster/12_1_2018/951664611966808065_2.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows an amusement park with a roller coaster and other attractions. There are no visible signs of disaster, damage, or humanitarian concerns. The scene appears normal, with no indication of any emergency or crisis situation.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
damage_multimodal,damaged_infrastructure/images/wreckedcar_2017-10-01_00-20-17.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/wreckedcar_2017-10-01_00-20-17.jpg,mild,informative,infrastructure_and_utility_damage,other_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows the interior of a car that appears to be heavily damaged. The dashboard is broken, and the airbags have been deployed. There is dust and debris inside, indicating possible exposure to a destructive event. The windshield is cracked, and the overall condition suggests significant damage to the vehicle.
</analysis>

<labels>
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,other_disaster
AIDR,927797560319889410_0,data/aidr_disaster_types/natural_disaster/7_11_2017/927797560319889410_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows an entrance to a theme park or attraction named ""Typhoon Lagoon."" The scene appears normal, with no visible signs of disaster or damage. The area is clean and well-maintained, with no apparent humanitarian concerns. There are no people visibly affected or any signs of emergency response efforts.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,924918344771235840_0,data/aidr_disaster_types/natural_disaster/30_10_2017/924918344771235840_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a highway with multiple lanes of traffic. On one side, the road appears to be flooded, with water covering a significant portion of the lane. Vehicles are moving slowly, likely due to the water. The surrounding buildings and infrastructure appear intact, with no visible damage. The scene suggests heavy rain or flooding conditions, but there is no visible destruction to the buildings or infrastructure.
</analysis>

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,little_or_none,informative,infrastructure_and_utility_damage,flood
ASONAM2017,building_damage_2430.jpg,data/ASONAM17_Damage_Image_Dataset/ggImage/building_damage/building_damage_2430.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a building in three different states. The top part depicts the building intact, while the bottom two parts show it heavily damaged. The structure appears to have suffered significant destruction, with debris and ruins visible around it. The damage suggests a catastrophic event, likely involving an explosion or similar force. There are no visible people or rescue efforts in the image.
</analysis>

<labels>
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,other_disaster
